,label,email,length,body_text_clean,body_text_tokenized,body_text_nonstop,body_text_stemmed,body_text_lemmatized,body_text_length,body_text_clean_length,num_characters,num_words,num_sentences
2326,ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,129,The Xmas story is peace The Xmas msg is love The Xmas miracle is jesus Hav a blessed month ahead amp wish U Merry Xmas,"['The', 'Xmas', 'story', 'is', 'peace', 'The', 'Xmas', 'msg', 'is', 'love', 'The', 'Xmas', 'miracle', 'is', 'jesus', 'Hav', 'a', 'blessed', 'month', 'ahead', 'amp', 'wish', 'U', 'Merry', 'Xmas']","['The', 'Xmas', 'story', 'peace', 'The', 'Xmas', 'msg', 'love', 'The', 'Xmas', 'miracle', 'jesus', 'Hav', 'blessed', 'month', 'ahead', 'amp', 'wish', 'U', 'Merry', 'Xmas']","['the', 'xma', 'stori', 'peac', 'the', 'xma', 'msg', 'love', 'the', 'xma', 'miracl', 'jesu', 'hav', 'bless', 'month', 'ahead', 'amp', 'wish', 'u', 'merri', 'xma']","['the', 'xma', 'stori', 'peac', 'the', 'xma', 'msg', 'love', 'the', 'xma', 'miracl', 'jesu', 'hav', 'bless', 'month', 'ahead', 'amp', 'wish', 'u', 'merri', 'xma']",129,118,129,31,3
2327,spam,"URGENT! Your mobile number *************** WON a å£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",167,URGENT Your mobile number  WON a å£2000 Bonus Caller prize on 100603 This is the 2nd attempt to reach you Call 09066368753 ASAP Box 97N7QP 150ppm,"['URGENT', 'Your', 'mobile', 'number', 'WON', 'a', 'å', '2000', 'Bonus', 'Caller', 'prize', 'on', '100603', 'This', 'is', 'the', '2nd', 'attempt', 'to', 'reach', 'you', 'Call', '09066368753', 'ASAP', 'Box', '97N7QP', '150ppm']","['URGENT', 'Your', 'mobile', 'number', 'WON', 'å', '2000', 'Bonus', 'Caller', 'prize', '100603', 'This', '2nd', 'attempt', 'reach', 'Call', '09066368753', 'ASAP', 'Box', '97N7QP', '150ppm']","['urgent', 'your', 'mobil', 'number', 'won', 'å', '2000', 'bonu', 'caller', 'prize', '100603', 'thi', '2nd', 'attempt', 'reach', 'call', '09066368753', 'asap', 'box', '97n7qp', '150ppm']","['urgent', 'your', 'mobil', 'number', 'won', 'å', '2000', 'bonu', 'caller', 'prize', '100603', 'thi', '2nd', 'attempt', 'reach', 'call', '09066368753', 'asap', 'box', '97n7qp', '150ppm']",167,145,167,46,5
2328,ham,That day you asked about anand number. Why:-),45,That day you asked about anand number Why,"['That', 'day', 'you', 'asked', 'about', 'anand', 'number', 'Why']","['That', 'day', 'asked', 'anand', 'number', 'Why']","['that', 'day', 'ask', 'anand', 'number', 'whi']","['that', 'day', 'ask', 'anand', 'number', 'whi']",45,41,45,12,2
2329,ham,Am surfing online store. For offers do you want to buy any thing.,65,Am surfing online store For offers do you want to buy any thing,"['Am', 'surfing', 'online', 'store', 'For', 'offers', 'do', 'you', 'want', 'to', 'buy', 'any', 'thing']","['Am', 'surfing', 'online', 'store', 'For', 'offers', 'want', 'buy', 'thing']","['am', 'surf', 'onlin', 'store', 'for', 'offer', 'want', 'buy', 'thing']","['am', 'surf', 'onlin', 'store', 'for', 'offer', 'want', 'buy', 'thing']",65,63,65,15,2
2330,ham,Long beach lor. Expected... U having dinner now?,48,Long beach lor Expected U having dinner now,"['Long', 'beach', 'lor', 'Expected', 'U', 'having', 'dinner', 'now']","['Long', 'beach', 'lor', 'Expected', 'U', 'dinner']","['long', 'beach', 'lor', 'expect', 'u', 'dinner']","['long', 'beach', 'lor', 'expect', 'u', 'dinner']",48,43,48,11,2
2331,ham,At home by the way,18,At home by the way,"['At', 'home', 'by', 'the', 'way']","['At', 'home', 'way']","['at', 'home', 'way']","['at', 'home', 'way']",18,18,18,5,1
2332,ham,We are both fine. Thanks,24,We are both fine Thanks,"['We', 'are', 'both', 'fine', 'Thanks']","['We', 'fine', 'Thanks']","['we', 'fine', 'thank']","['we', 'fine', 'thank']",24,23,24,6,2
2333,ham,What happen to her tell the truth,33,What happen to her tell the truth,"['What', 'happen', 'to', 'her', 'tell', 'the', 'truth']","['What', 'happen', 'tell', 'truth']","['what', 'happen', 'tell', 'truth']","['what', 'happen', 'tell', 'truth']",33,33,33,7,1
2334,ham,Do you like Italian food?,25,Do you like Italian food,"['Do', 'you', 'like', 'Italian', 'food']","['Do', 'like', 'Italian', 'food']","['do', 'like', 'italian', 'food']","['do', 'like', 'italian', 'food']",25,24,25,6,1
2335,ham,Which is weird because I know I had it at one point,51,Which is weird because I know I had it at one point,"['Which', 'is', 'weird', 'because', 'I', 'know', 'I', 'had', 'it', 'at', 'one', 'point']","['Which', 'weird', 'I', 'know', 'I', 'one', 'point']","['which', 'weird', 'i', 'know', 'i', 'one', 'point']","['which', 'weird', 'i', 'know', 'i', 'one', 'point']",51,51,51,12,1
2336,ham,"\Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!\""""",96,Aww you must be nearly deadWell Jez isComing over toDo some workAnd that whillTake forever,"['Aww', 'you', 'must', 'be', 'nearly', 'deadWell', 'Jez', 'isComing', 'over', 'toDo', 'some', 'workAnd', 'that', 'whillTake', 'forever']","['Aww', 'must', 'nearly', 'deadWell', 'Jez', 'isComing', 'toDo', 'workAnd', 'whillTake', 'forever']","['aww', 'must', 'nearli', 'deadwel', 'jez', 'iscom', 'todo', 'workand', 'whilltak', 'forev']","['aww', 'must', 'nearli', 'deadwel', 'jez', 'iscom', 'todo', 'workand', 'whilltak', 'forev']",96,90,96,21,1
2337,ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,69,Tell your friends what you plan to do on Valentines day  ltURLgt,"['Tell', 'your', 'friends', 'what', 'you', 'plan', 'to', 'do', 'on', 'Valentines', 'day', 'ltURLgt']","['Tell', 'friends', 'plan', 'Valentines', 'day', 'ltURLgt']","['tell', 'friend', 'plan', 'valentin', 'day', 'lturlgt']","['tell', 'friend', 'plan', 'valentin', 'day', 'lturlgt']",69,64,69,19,1
2338,ham,"Alright, see you in a bit",25,Alright see you in a bit,"['Alright', 'see', 'you', 'in', 'a', 'bit']","['Alright', 'see', 'bit']","['alright', 'see', 'bit']","['alright', 'see', 'bit']",25,24,25,7,1
2339,ham,Cheers for the message Zogtorius. IåÕve been staring at my phone for an age deciding whether to text or not.,108,Cheers for the message Zogtorius IåÕve been staring at my phone for an age deciding whether to text or not,"['Cheers', 'for', 'the', 'message', 'Zogtorius', 'IåÕve', 'been', 'staring', 'at', 'my', 'phone', 'for', 'an', 'age', 'deciding', 'whether', 'to', 'text', 'or', 'not']","['Cheers', 'message', 'Zogtorius', 'IåÕve', 'staring', 'phone', 'age', 'deciding', 'whether', 'text']","['cheer', 'messag', 'zogtoriu', 'iåõv', 'stare', 'phone', 'age', 'decid', 'whether', 'text']","['cheer', 'messag', 'zogtoriu', 'iåõv', 'stare', 'phone', 'age', 'decid', 'whether', 'text']",108,106,108,22,2
2340,ham,I will take care of financial problem.i will help:),51,I will take care of financial problemi will help,"['I', 'will', 'take', 'care', 'of', 'financial', 'problemi', 'will', 'help']","['I', 'take', 'care', 'financial', 'problemi', 'help']","['i', 'take', 'care', 'financi', 'problemi', 'help']","['i', 'take', 'care', 'financi', 'problemi', 'help']",51,48,51,11,1
2341,ham,Tell dear what happen to you. Why you talking to me like an alian,65,Tell dear what happen to you Why you talking to me like an alian,"['Tell', 'dear', 'what', 'happen', 'to', 'you', 'Why', 'you', 'talking', 'to', 'me', 'like', 'an', 'alian']","['Tell', 'dear', 'happen', 'Why', 'talking', 'like', 'alian']","['tell', 'dear', 'happen', 'whi', 'talk', 'like', 'alian']","['tell', 'dear', 'happen', 'whi', 'talk', 'like', 'alian']",65,64,65,15,2
2342,spam,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,160,Double your mins  txts on Orange or 12 price linerental  Motorola and SonyEricsson with BTooth FREENokia FREE Call MobileUpd8 on 08000839402 or2optoutHV9D,"['Double', 'your', 'mins', 'txts', 'on', 'Orange', 'or', '12', 'price', 'linerental', 'Motorola', 'and', 'SonyEricsson', 'with', 'BTooth', 'FREENokia', 'FREE', 'Call', 'MobileUpd8', 'on', '08000839402', 'or2optoutHV9D']","['Double', 'mins', 'txts', 'Orange', '12', 'price', 'linerental', 'Motorola', 'SonyEricsson', 'BTooth', 'FREENokia', 'FREE', 'Call', 'MobileUpd8', '08000839402', 'or2optoutHV9D']","['doubl', 'min', 'txt', 'orang', '12', 'price', 'linerent', 'motorola', 'sonyericsson', 'btooth', 'freenokia', 'free', 'call', 'mobileupd8', '08000839402', 'or2optouthv9d']","['doubl', 'min', 'txt', 'orang', '12', 'price', 'linerent', 'motorola', 'sonyericsson', 'btooth', 'freenokia', 'free', 'call', 'mobileupd8', '08000839402', 'or2optouthv9d']",160,154,160,24,1
2343,ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",141,1 Go to write msg 2 Put on Dictionary mode 3Cover the screen with hand 4Press  ltgt  5Gently remove Ur hand Its interesting,"['1', 'Go', 'to', 'write', 'msg', '2', 'Put', 'on', 'Dictionary', 'mode', '3Cover', 'the', 'screen', 'with', 'hand', '4Press', 'ltgt', '5Gently', 'remove', 'Ur', 'hand', 'Its', 'interesting']","['1', 'Go', 'write', 'msg', '2', 'Put', 'Dictionary', 'mode', '3Cover', 'screen', 'hand', '4Press', 'ltgt', '5Gently', 'remove', 'Ur', 'hand', 'Its', 'interesting']","['1', 'go', 'write', 'msg', '2', 'put', 'dictionari', 'mode', '3cover', 'screen', 'hand', '4press', 'ltgt', '5gentli', 'remov', 'ur', 'hand', 'it', 'interest']","['1', 'go', 'write', 'msg', '2', 'put', 'dictionari', 'mode', '3cover', 'screen', 'hand', '4press', 'ltgt', '5gentli', 'remov', 'ur', 'hand', 'it', 'interest']",141,123,141,43,2
2344,ham,Okie...,7,Okie,['Okie'],['Okie'],['oki'],['oki'],7,4,7,2,1
2345,ham,"Hi this is yijue, can i meet u at 11 tmr?",41,Hi this is yijue can i meet u at 11 tmr,"['Hi', 'this', 'is', 'yijue', 'can', 'i', 'meet', 'u', 'at', '11', 'tmr']","['Hi', 'yijue', 'meet', 'u', '11', 'tmr']","['hi', 'yiju', 'meet', 'u', '11', 'tmr']","['hi', 'yiju', 'meet', 'u', '11', 'tmr']",41,39,41,13,1
2346,ham,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,67,Its posible dnt live in  ltgt century cm frwd n thnk different,"['Its', 'posible', 'dnt', 'live', 'in', 'ltgt', 'century', 'cm', 'frwd', 'n', 'thnk', 'different']","['Its', 'posible', 'dnt', 'live', 'ltgt', 'century', 'cm', 'frwd', 'n', 'thnk', 'different']","['it', 'posibl', 'dnt', 'live', 'ltgt', 'centuri', 'cm', 'frwd', 'n', 'thnk', 'differ']","['it', 'posibl', 'dnt', 'live', 'ltgt', 'centuri', 'cm', 'frwd', 'n', 'thnk', 'differ']",67,62,67,18,1
2347,ham,But i dint slept in afternoon.,30,But i dint slept in afternoon,"['But', 'i', 'dint', 'slept', 'in', 'afternoon']","['But', 'dint', 'slept', 'afternoon']","['but', 'dint', 'slept', 'afternoon']","['but', 'dint', 'slept', 'afternoon']",30,29,30,7,1
2348,ham,That seems unnecessarily affectionate,37,That seems unnecessarily affectionate,"['That', 'seems', 'unnecessarily', 'affectionate']","['That', 'seems', 'unnecessarily', 'affectionate']","['that', 'seem', 'unnecessarili', 'affection']","['that', 'seem', 'unnecessarili', 'affection']",37,37,37,4,1
2349,ham,Yar else i'll thk of all sorts of funny things.,47,Yar else ill thk of all sorts of funny things,"['Yar', 'else', 'ill', 'thk', 'of', 'all', 'sorts', 'of', 'funny', 'things']","['Yar', 'else', 'ill', 'thk', 'sorts', 'funny', 'things']","['yar', 'els', 'ill', 'thk', 'sort', 'funni', 'thing']","['yar', 'el', 'ill', 'thk', 'sort', 'funni', 'thing']",47,45,47,12,1
2350,ham,You will be in the place of that man,36,You will be in the place of that man,"['You', 'will', 'be', 'in', 'the', 'place', 'of', 'that', 'man']","['You', 'place', 'man']","['you', 'place', 'man']","['you', 'place', 'man']",36,36,36,9,1
2351,spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 å£3 ",120,Download as many ringtones as u like no restrictions 1000s 2 choose U can even send 2 yr buddys Txt Sir to 80082 å£3 ,"['Download', 'as', 'many', 'ringtones', 'as', 'u', 'like', 'no', 'restrictions', '1000s', '2', 'choose', 'U', 'can', 'even', 'send', '2', 'yr', 'buddys', 'Txt', 'Sir', 'to', '80082', 'å', '3', '']","['Download', 'many', 'ringtones', 'u', 'like', 'restrictions', '1000s', '2', 'choose', 'U', 'even', 'send', '2', 'yr', 'buddys', 'Txt', 'Sir', '80082', 'å', '3', '']","['download', 'mani', 'rington', 'u', 'like', 'restrict', '1000', '2', 'choos', 'u', 'even', 'send', '2', 'yr', 'buddi', 'txt', 'sir', '80082', 'å', '3', '']","['download', 'mani', 'rington', 'u', 'like', 'restrict', '1000', '2', 'choos', 'u', 'even', 'send', '2', 'yr', 'buddi', 'txt', 'sir', '80082', 'å', '3', '']",120,117,120,27,3
2352,ham,Thats cool. How was your day?,29,Thats cool How was your day,"['Thats', 'cool', 'How', 'was', 'your', 'day']","['Thats', 'cool', 'How', 'day']","['that', 'cool', 'how', 'day']","['that', 'cool', 'how', 'day']",29,27,29,8,2
2353,spam,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,82,Please CALL 08712402902 immediately as there is an urgent message waiting for you,"['Please', 'CALL', '08712402902', 'immediately', 'as', 'there', 'is', 'an', 'urgent', 'message', 'waiting', 'for', 'you']","['Please', 'CALL', '08712402902', 'immediately', 'urgent', 'message', 'waiting']","['pleas', 'call', '08712402902', 'immedi', 'urgent', 'messag', 'wait']","['plea', 'call', '08712402902', 'immedi', 'urgent', 'messag', 'wait']",82,81,82,14,1
2354,ham,R we going with the  &lt;#&gt;  bus?,36,R we going with the  ltgt  bus,"['R', 'we', 'going', 'with', 'the', 'ltgt', 'bus']","['R', 'going', 'ltgt', 'bus']","['r', 'go', 'ltgt', 'bu']","['r', 'go', 'ltgt', 'bu']",36,30,36,14,1
2355,ham,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",281,Hello my love  How went your day  Are you alright  I think of you my sweet and send a jolt to your heart to remind you  I LOVE YOU Can you hear it  I screamed it across the sea for all the world to hear Ahmad al Hallaq is loved  and owned  possessive passionate kiss,"['Hello', 'my', 'love', 'How', 'went', 'your', 'day', 'Are', 'you', 'alright', 'I', 'think', 'of', 'you', 'my', 'sweet', 'and', 'send', 'a', 'jolt', 'to', 'your', 'heart', 'to', 'remind', 'you', 'I', 'LOVE', 'YOU', 'Can', 'you', 'hear', 'it', 'I', 'screamed', 'it', 'across', 'the', 'sea', 'for', 'all', 'the', 'world', 'to', 'hear', 'Ahmad', 'al', 'Hallaq', 'is', 'loved', 'and', 'owned', 'possessive', 'passionate', 'kiss']","['Hello', 'love', 'How', 'went', 'day', 'Are', 'alright', 'I', 'think', 'sweet', 'send', 'jolt', 'heart', 'remind', 'I', 'LOVE', 'YOU', 'Can', 'hear', 'I', 'screamed', 'across', 'sea', 'world', 'hear', 'Ahmad', 'al', 'Hallaq', 'loved', 'owned', 'possessive', 'passionate', 'kiss']","['hello', 'love', 'how', 'went', 'day', 'are', 'alright', 'i', 'think', 'sweet', 'send', 'jolt', 'heart', 'remind', 'i', 'love', 'you', 'can', 'hear', 'i', 'scream', 'across', 'sea', 'world', 'hear', 'ahmad', 'al', 'hallaq', 'love', 'own', 'possess', 'passion', 'kiss']","['hello', 'love', 'how', 'went', 'day', 'are', 'alright', 'i', 'think', 'sweet', 'send', 'jolt', 'heart', 'remind', 'i', 'love', 'you', 'can', 'hear', 'i', 'scream', 'across', 'sea', 'world', 'hear', 'ahmad', 'al', 'hallaq', 'love', 'own', 'posse', 'passion', 'kiss']",281,266,281,68,10
2356,ham,No..he joined today itself.,27,Nohe joined today itself,"['Nohe', 'joined', 'today', 'itself']","['Nohe', 'joined', 'today']","['nohe', 'join', 'today']","['nohe', 'join', 'today']",27,24,27,7,1
2357,ham,Okay same with me. Well thanks for the clarification,52,Okay same with me Well thanks for the clarification,"['Okay', 'same', 'with', 'me', 'Well', 'thanks', 'for', 'the', 'clarification']","['Okay', 'Well', 'thanks', 'clarification']","['okay', 'well', 'thank', 'clarif']","['okay', 'well', 'thank', 'clarif']",52,51,52,10,2
2358,ham,I'll talk to the others and probably just come early tomorrow then,66,Ill talk to the others and probably just come early tomorrow then,"['Ill', 'talk', 'to', 'the', 'others', 'and', 'probably', 'just', 'come', 'early', 'tomorrow', 'then']","['Ill', 'talk', 'others', 'probably', 'come', 'early', 'tomorrow']","['ill', 'talk', 'other', 'probabl', 'come', 'earli', 'tomorrow']","['ill', 'talk', 'other', 'probabl', 'come', 'earli', 'tomorrow']",66,65,66,13,1
2359,spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",149,Spook up your mob with a Halloween collection of a logo  pic message plus a free eerie tone txt CARD SPOOK to 8007 zed 08701417012150p per logopic,"['Spook', 'up', 'your', 'mob', 'with', 'a', 'Halloween', 'collection', 'of', 'a', 'logo', 'pic', 'message', 'plus', 'a', 'free', 'eerie', 'tone', 'txt', 'CARD', 'SPOOK', 'to', '8007', 'zed', '08701417012150p', 'per', 'logopic']","['Spook', 'mob', 'Halloween', 'collection', 'logo', 'pic', 'message', 'plus', 'free', 'eerie', 'tone', 'txt', 'CARD', 'SPOOK', '8007', 'zed', '08701417012150p', 'per', 'logopic']","['spook', 'mob', 'halloween', 'collect', 'logo', 'pic', 'messag', 'plu', 'free', 'eeri', 'tone', 'txt', 'card', 'spook', '8007', 'zed', '08701417012150p', 'per', 'logop']","['spook', 'mob', 'halloween', 'collect', 'logo', 'pic', 'messag', 'plu', 'free', 'eeri', 'tone', 'txt', 'card', 'spook', '8007', 'zed', '08701417012150p', 'per', 'logop']",149,146,149,29,1
2360,ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",121,Had the money issue weigh me down but thanks to you I can breathe easier now Ill make sure you dont regret it Thanks,"['Had', 'the', 'money', 'issue', 'weigh', 'me', 'down', 'but', 'thanks', 'to', 'you', 'I', 'can', 'breathe', 'easier', 'now', 'Ill', 'make', 'sure', 'you', 'dont', 'regret', 'it', 'Thanks']","['Had', 'money', 'issue', 'weigh', 'thanks', 'I', 'breathe', 'easier', 'Ill', 'make', 'sure', 'dont', 'regret', 'Thanks']","['had', 'money', 'issu', 'weigh', 'thank', 'i', 'breath', 'easier', 'ill', 'make', 'sure', 'dont', 'regret', 'thank']","['had', 'money', 'issu', 'weigh', 'thank', 'i', 'breath', 'easier', 'ill', 'make', 'sure', 'dont', 'regret', 'thank']",121,116,121,28,3
2361,ham,Hi. I'm sorry i missed your call. Can you pls call back.,56,Hi Im sorry i missed your call Can you pls call back,"['Hi', 'Im', 'sorry', 'i', 'missed', 'your', 'call', 'Can', 'you', 'pls', 'call', 'back']","['Hi', 'Im', 'sorry', 'missed', 'call', 'Can', 'pls', 'call', 'back']","['hi', 'im', 'sorri', 'miss', 'call', 'can', 'pl', 'call', 'back']","['hi', 'im', 'sorri', 'miss', 'call', 'can', 'pl', 'call', 'back']",56,52,56,16,3
2362,ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,92,How are you doing Hope youve settled in for the new school year Just wishin you a gr8 day,"['How', 'are', 'you', 'doing', 'Hope', 'youve', 'settled', 'in', 'for', 'the', 'new', 'school', 'year', 'Just', 'wishin', 'you', 'a', 'gr8', 'day']","['How', 'Hope', 'youve', 'settled', 'new', 'school', 'year', 'Just', 'wishin', 'gr8', 'day']","['how', 'hope', 'youv', 'settl', 'new', 'school', 'year', 'just', 'wishin', 'gr8', 'day']","['how', 'hope', 'youv', 'settl', 'new', 'school', 'year', 'just', 'wishin', 'gr8', 'day']",92,89,92,22,3
2363,spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",162,Fantasy Football is back on your TV Go to Sky Gamestar on Sky Active and play å£250k Dream Team Scoring starts on Saturday so register nowSKY OPT OUT to 88088,"['Fantasy', 'Football', 'is', 'back', 'on', 'your', 'TV', 'Go', 'to', 'Sky', 'Gamestar', 'on', 'Sky', 'Active', 'and', 'play', 'å', '250k', 'Dream', 'Team', 'Scoring', 'starts', 'on', 'Saturday', 'so', 'register', 'nowSKY', 'OPT', 'OUT', 'to', '88088']","['Fantasy', 'Football', 'back', 'TV', 'Go', 'Sky', 'Gamestar', 'Sky', 'Active', 'play', 'å', '250k', 'Dream', 'Team', 'Scoring', 'starts', 'Saturday', 'register', 'nowSKY', 'OPT', 'OUT', '88088']","['fantasi', 'footbal', 'back', 'tv', 'go', 'ski', 'gamestar', 'ski', 'activ', 'play', 'å', '250k', 'dream', 'team', 'score', 'start', 'saturday', 'regist', 'nowski', 'opt', 'out', '88088']","['fantasi', 'footbal', 'back', 'tv', 'go', 'ski', 'gamestar', 'ski', 'activ', 'play', 'å', '250k', 'dream', 'team', 'score', 'start', 'saturday', 'regist', 'nowski', 'opt', 'out', '88088']",162,158,162,35,3
